rlwrap ../../../../../tools/serial-io/serialdump -b115200 /dev/ttyUSB0
6733 612 145 193 
6734 612 148 197 
6734 612 139 185 
6734 613 139 182 
6734 613 139 183 
6734 614 139 184 
6734 614 143 193 
6733 614 146 195 
6733 612 147 195 
6733 612 146 196 
6733 612 146 194 
6733 612 147 194 
6733 612 144 191 
6734 612 143 192 
6735 612 145 196 
6734 612 148 198 
6734 612 148 197 
6734 612 149 201 
6734 612 148 198 
6734 612 148 197 
6734 612 148 200 
6734 611 149 200 
6734 612 148 202 
6734 612 148 198 
6734 612 149 201 
6735 612 151 204 
6736 612 151 203 
6735 613 152 204 
6735 612 153 204 
6735 613 151 205 
6736 612 153 206 
6736 612 154 207 
6736 612 153 206 
6736 612 154 207 
6736 612 154 205 
6735 612 152 205 
6737 612 152 204 
6736 612 152 204 
6736 612 151 206 
6736 612 153 206 
6737 612 151 205 
6736 612 153 205 
6736 612 153 205 
6736 612 152 207 
6736 608 152 206 
6734 606 153 206 
6734 604 153 205 
6734 604 152 206 
6734 602 153 206 
6734 602 153 207 
6734 602 152 206 
6735 604 151 205 
6735 604 152 205 
6736 606 153 205 
6736 606 153 206 
6737 606 153 207 
6734 604 151 205 
6734 604 150 202 
6733 602 150 206 
6734 602 153 206 
6735 602 153 206 
6734 604 154 207 
6735 604 153 207 
6735 604 149 201 
6735 604 149 201 
6735 604 149 201 
6736 604 150 201 
6735 604 149 203 
6735 602 151 203 
6735 602 152 205 
6734 600 152 202 
6733 600 153 206 
6733 598 153 205 
6733 598 152 203 
6734 597 151 203 
6732 596 150 204 
6733 596 152 203 
6732 596 152 206 
6734 596 153 207 
6735 598 152 205 
6734 598 152 205 
6735 600 152 206 
6735 600 152 206 
6735 600 152 205 
6734 600 152 205 
6733 601 151 206 
6733 601 153 206 
6733 602 152 205 
6733 602 154 207 
6732 601 152 205 
6733 600 154 207 
6731 599 153 208 
6732 598 154 207 
6732 598 153 207 
6731 597 154 206 
6732 597 154 207 
6731 596 154 208 
6731 596 154 208 
6732 594 153 208 
6732 594 154 208 
6731 594 154 209 
6731 594 153 209 
6731 593 155 209 
6730 592 156 208 
6728 592 155 209 
6728 592 155 210 
6727 592 154 210 
6726 591 155 209 
6727 590 155 209 
6726 591 154 209 
6727 591 154 209 
6726 590 153 206 
6726 590 151 204 
6726 592 152 203 
6727 590 149 202 
6726 590 150 204 
6726 590 149 201 
6725 590 150 200 
6725 590 150 203 
6724 590 150 202 
6724 590 142 190 
6724 591 148 198 
6725 592 157 212 
6725 592 156 209 
6726 592 156 210 
6726 593 158 212 
6726 596 157 212 
6726 598 158 211 
6726 598 157 210 
6726 598 155 208 
6725 596 154 206 
6723 594 151 203 
6724 594 152 203 
6724 593 151 202 
6724 592 151 203 
6725 592 148 199 
6724 592 148 197 
6724 590 153 205 
6723 590 144 191 
6724 590 150 198 
6724 590 149 197 
6724 588 149 197 
6724 588 149 198 
6724 585 151 197 
6724 584 139 181 
6724 584 146 192 
6724 584 149 197 
6724 584 150 200 
6726 584 150 200 
6724 584 150 198 
6725 583 148 196 
6724 582 148 195 
6725 582 147 193 
6725 580 146 191 
6726 580 144 189 
6725 580 144 186 
6725 580 143 185 
6725 580 141 183 
6726 580 140 181 
6726 582 139 178 
6724 582 139 178 
6725 582 139 179 
6724 582 133 175 
6723 582 137 175 
6722 583 136 174 
6723 584 135 174 
6724 584 134 173 
6724 586 135 173 
6725 586 135 174 
6726 586 136 173 
6726 586 136 173 
6726 586 136 171 
6726 585 134 173 
6727 584 134 171 
6727 584 132 169 
6727 584 132 168 
6727 584 132 166 
6726 584 129 165 
6725 584 129 162 
6726 584 129 176 
6726 586 126 160 
6727 586 129 157 
6726 586 125 171 
6725 586 124 169 
6724 586 123 166 
6725 586 120 162 
6725 586 120 160 
6725 586 119 159 
6727 586 117 158 
6726 586 118 156 
6725 584 116 154 
6725 584 115 153 
6726 584 114 150 
6725 583 114 151 
6728 584 113 151 
6727 584 114 151 
6728 584 114 151 
6728 583 114 152 
6726 582 114 151 
6724 581 114 150 
6725 580 115 153 
6724 578 116 153 
6722 578 116 154 
6722 578 117 156 
6723 578 118 157 
6723 578 119 159 
6723 578 119 159 
6724 578 119 161 
6724 579 121 163 
6724 578 121 164 
6724 579 122 165 
6725 578 124 166 
6725 578 124 169 
6727 578 126 168 
6725 578 125 171 
6726 578 125 173 
6725 578 127 162 
6726 578 127 161 
6724 580 132 167 
6724 580 132 168 
6722 580 136 171 
6722 580 137 176 
6722 578 138 178 
6722 579 140 180 
6722 578 141 181 
6722 578 140 183 
6722 579 142 185 
6723 578 143 186 
6722 578 144 187 
6721 579 143 186 
6720 579 145 189 
6720 579 149 192 
6721 579 146 193 
6723 578 148 191 
6722 579 148 193 
6721 580 148 194 
6723 580 143 192 
6724 580 148 193 
6724 580 147 193 
6724 580 147 191 
6725 580 144 190 
6725 580 144 189 
6724 580 143 187 
6724 580 142 184 
6724 580 141 181 
6724 582 140 179 
6725 582 138 176 
6724 584 136 174 
6723 585 134 171 
6724 586 133 170 
6724 587 132 167 
6724 586 131 166 
6724 586 129 164 
6724 586 129 162 
6724 585 127 161 
6725 586 127 160 
6725 585 128 175 
6724 585 128 157 
6724 586 128 173 
6724 586 126 172 
6724 584 126 171 
6724 584 124 168 
6724 586 124 167 
6726 586 123 165 
6726 586 120 163 
6725 586 119 162 
6725 585 119 161 
6725 584 119 159 
6725 584 118 157 
6725 584 116 154 
6723 584 116 153 
6722 584 114 151 
6724 583 113 150 
6722 582 111 146 
6721 582 111 145 
6721 580 109 143 
6720 580 108 141 
6720 580 107 139 
6720 580 106 137 
6721 581 104 135 
6721 582 103 134 
6721 581 101 132 
6720 581 100 127 
6719 580 101 129 
6719 580 101 129 
6718 580 101 128 
6718 578 116 128 
6719 579 114 125 
6717 578 99 128 
6716 578 114 125 
6717 578 116 126 
6718 577 115 126 
6717 576 115 126 
6716 576 114 125 
6715 576 116 125 
6715 576 114 124 
6716 576 115 124 
6717 576 113 125 
6717 576 115 125 
6717 576 114 124 
6716 575 115 125 
6715 574 116 125 
6716 574 115 125 
6715 574 115 126 
6715 575 116 126 
6714 575 116 125 
6714 576 116 126 
6714 575 116 126 
6714 576 116 125 
6715 576 99 128 
6714 576 98 128 
6716 576 117 127 
6716 576 115 126 
6716 576 118 128 
6715 574 116 125 
6716 574 115 124 
6715 574 101 130 
6716 574 116 125 
6716 574 117 125 
6715 574 117 129 
6713 574 100 126 
6714 574 101 129 
6714 574 116 127 
6713 574 101 130 
6712 574 99 125 
6711 574 101 129 
6711 573 100 128 
6711 574 100 127 
6713 574 99 128 
6713 574 101 130 
6712 576 102 129 
6711 576 102 131 
6712 576 101 131 
6711 576 102 132 
6713 576 103 132 
6713 576 104 133 
6714 577 103 134 
6713 578 105 137 
6714 578 107 138 
6713 578 106 139 
6713 578 109 142 
6713 578 110 145 
6712 578 112 148 
6712 578 114 150 
6713 578 119 153 
6712 578 118 157 
6712 578 119 161 
6712 578 123 165 
6714 578 124 169 
6713 578 127 172 
6714 580 128 162 
6712 578 130 164 
6713 578 131 168 
6713 579 138 171 
6713 578 138 178 
6713 578 142 183 
6712 578 144 187 
6714 579 146 192 
6714 580 148 194 
6713 580 151 199 
6713 580 151 201 
6713 580 152 205 
6714 580 156 206 
6715 580 156 208 
6714 580 158 209 
6714 581 158 211 
6715 580 158 212 
6715 580 161 212 
6716 580 157 212 
6716 581 161 209 
6715 580 159 212 
6715 578 160 213 
6714 576 160 214 
6714 576 161 214 
6715 576 162 215 
6713 574 161 214 
6713 574 161 215 
6713 573 161 215 
6714 572 161 216 
6714 574 161 215 
6714 575 160 214 
6713 576 159 214 
6711 575 161 214 
6711 574 157 211 
6710 574 160 214 
6710 574 160 213 
6710 572 160 213 
6710 571 161 214 
6710 570 163 217 
6709 570 163 217 
6709 570 164 217 
6710 570 162 217 
6710 570 162 219 
6710 568 162 218 
6709 568 163 219 
6709 568 163 218 
6709 568 163 219 
6710 568 163 217 
6712 570 163 218 
6712 570 163 219 
6712 572 163 218 
6713 572 163 219 
6712 572 163 218 
6712 572 163 218 
6713 572 163 219 
6712 574 163 218 
6712 574 163 219 
6714 576 164 220 
6714 576 163 218 
6714 576 162 218 
6714 578 162 217 
6714 578 162 217 
6714 578 163 218 
6716 578 163 219 
6715 578 161 219 
6714 578 163 219 
6716 578 163 219 
6715 578 164 217 
6716 576 162 218 
6716 576 162 218 
6715 576 163 218 
6715 575 164 218 
6716 574 163 219 
6716 574 162 218 
6716 574 163 218 
6716 574 163 218 
6716 574 163 218 
6715 574 162 217 
6715 575 163 218 
6715 576 164 216 
6715 576 163 218 
6716 576 163 218 
6717 576 163 218 
6716 576 163 217 
6714 574 162 218 
6716 574 163 218 
6716 572 162 218 
6714 572 164 219 
6714 571 163 219 
6715 570 163 219 
6715 570 163 218 
6715 569 161 219 
6715 569 163 219 
6714 568 163 220 
6714 568 163 218 
6716 566 164 220 
6715 566 163 220 
6714 566 164 220 
6715 566 164 219 
6715 564 163 220 
6716 565 163 219 
6716 564 163 218 
6715 564 162 217 
6716 564 162 217 
6715 566 162 216 
6716 568 161 215 
6717 568 161 215 
6716 568 160 213 
6718 570 158 212 
6717 570 159 213 
6716 570 158 212 
6717 571 159 211 
6717 571 158 211 
6718 572 158 210 
6719 572 158 209 
6719 574 156 208 
6718 574 156 207 
6720 576 153 205 
6720 576 155 205 
6720 576 153 204 
6719 578 151 202 
6719 578 152 201 
6718 578 150 201 
6720 578 153 199 
6720 578 148 197 
6720 578 151 197 
6720 578 147 194 
6719 578 145 189 
6721 578 145 191 
6720 578 145 189 
6720 578 145 187 
6720 576 143 186 
6721 576 143 185 
6720 576 143 184 
6721 576 144 185 
6721 576 142 183 
6720 576 142 183 
6720 576 142 182 
6720 576 142 181 
6720 574 141 181 
6721 574 141 182 
6720 574 141 181 
6720 574 140 180 
6720 574 140 179 
6720 574 139 179 
6720 574 139 178 
6720 574 140 177 
6720 574 138 177 
6721 574 137 176 
6722 574 137 175 
6721 572 137 175 
6720 571 136 176 
6719 572 136 172 
6720 572 134 169 
6720 573 131 167 
6718 573 131 165 
6718 575 133 172 
6717 576 129 166 
6718 576 131 167 
6716 577 127 177 
6715 578 128 162 
6715 578 125 173 
6715 576 124 172 
6716 576 127 175 
6715 575 128 165 
6716 574 129 167 
6714 572 128 165 
6715 573 130 167 
6714 578 130 167 
6713 584 131 168 
6713 590 133 170 
6713 592 133 172 
6714 590 132 173 
6714 588 135 175 
6714 588 136 176 
6714 586 138 177 
6715 586 138 179 
6714 585 138 180 
6712 584 137 180 
6712 584 138 180 
6712 582 139 180 
6714 582 139 182 
6714 580 140 181 
6714 578 140 181 
6714 577 139 181 
6715 576 140 182 
6714 574 138 181 
6714 572 139 182 
6714 572 139 182 
6714 570 138 183 
6715 570 140 183 
6714 570 141 185 
6714 570 141 186 
6716 572 142 186 
6716 572 141 187 
6716 570 144 189 
6715 569 139 183 
6714 567 140 182 
6715 568 140 183 
6715 568 143 188 
6715 566 144 189 
6715 566 144 190 
6714 566 144 191 
6715 565 144 192 
6715 564 143 190 
6715 564 143 190 
6715 563 146 192 
6715 564 145 193 
6715 563 145 193 
6716 562 145 192 
6716 562 145 193 
6714 562 143 192 
6714 562 144 192 
6714 562 144 191 
6714 562 144 192 
6712 560 145 192 
6714 560 146 193 
6713 560 147 193 
6712 560 146 194 
6713 560 147 195 
6713 562 146 194 
6712 562 147 195 
6712 562 148 197 
6712 560 146 193 
6713 562 147 195 
6711 562 146 194 
6712 562 147 195 
6710 562 148 196 
6710 562 149 198 
6709 564 148 197 
6710 566 149 198 
6710 567 148 197 
6710 568 147 196 
6710 568 146 193 
6710 569 145 191 
6710 570 145 189 
6710 570 141 183 
6710 570 138 180 
6709 570 138 180 
6707 570 137 177 
6708 571 135 176 
6708 570 135 175 
6708 571 135 174 
6708 571 136 175 
6708 570 135 176 
6706 570 131 169 
6707 569 132 169 
6707 569 130 167 
6706 568 129 166 
6704 568 129 165 
6705 568 127 181 
6705 566 127 162 
6704 565 131 176 
6707 564 126 159 
6706 564 127 175 
6706 564 122 152 
6706 564 125 172 
6708 566 124 171 
6707 566 125 169 
6706 568 122 167 
6706 568 121 165 
6707 568 120 163 
6708 569 118 162 
6708 570 118 160 
6708 570 117 159 
6707 570 118 158 
6706 570 117 157 
6707 570 117 153 
6706 570 115 155 
6708 570 114 154 
6708 570 113 153 
6709 570 114 152 
6708 570 113 152 
6706 568 112 149 
6706 568 112 148 
6708 568 111 149 
6708 568 111 148 
6708 568 111 148 
6708 566 110 147 
6706 564 111 147 
6706 564 109 147 
6706 563 112 146 
6706 562 110 147 
6705 562 110 147 
6705 562 109 147 
6705 562 110 146 
6704 562 109 146 
6706 562 110 146 
6705 562 110 145 
6704 562 109 146 
6704 564 109 146 
6704 564 109 144 
6705 564 110 145 
6704 564 110 145 
6704 564 110 146 
6704 564 110 146 
6705 564 109 145 
6704 564 110 146 
6705 564 110 145 
6704 564 109 145 
6704 564 109 145 
6704 564 108 143 
6704 564 108 143 
6706 564 108 142 
6704 563 110 142 
6705 564 107 141 
6705 564 105 139 
6704 563 105 139 
6703 563 105 139 
6704 562 104 137 
6704 562 103 135 
6706 563 103 135 
6705 564 102 134 
6706 564 102 135 
6706 562 102 134 
6707 562 102 134 
6708 562 103 135 
6706 561 102 134 
6706 560 103 133 
6706 560 102 133 
6708 560 102 133 
6707 560 102 133 
6707 561 101 132 
6707 560 100 131 
6705 560 100 131 
6705 560 101 130 
6705 560 103 131 
6705 560 100 130 
6704 560 100 129 
6704 560 98 129 
6704 560 100 131 
6706 560 98 128 
6706 560 115 130 
6706 558 98 128 
6707 558 100 128 
6707 556 99 129 
6706 556 99 130 
6705 556 100 131 
6705 556 101 132 
6706 556 100 132 
6706 556 101 132 
6705 556 101 133 
6706 556 102 134 
6705 556 102 133 
6706 555 102 134 
6704 554 102 133 
6704 554 103 134 
6706 554 102 132 
6704 554 100 132 
6704 553 101 132 
6704 552 100 132 
6704 553 101 131 
6704 553 99 130 
6704 554 100 129 
6704 554 99 128 
6704 555 116 127 
6705 554 100 126 
6706 556 99 126 
6707 556 98 130 
6706 554 98 128 
6706 554 116 127 
6706 554 115 126 
6705 554 115 126 
6706 552 114 125 
6706 554 114 125 
6707 554 113 124 
6707 554 113 124 
6706 554 113 124 
6705 553 113 123 
6707 554 112 124 
6708 554 113 124 
6706 554 112 124 
6706 554 112 123 
6707 554 112 123 
6706 553 112 123 
6704 552 112 123 
6704 552 112 123 
6704 552 113 123 
6704 552 113 123 
6704 552 111 123 
6703 552 112 123 
6704 551 110 122 
6706 552 111 123 
6706 552 110 122 
6703 552 114 125 
6703 550 113 123 
6704 550 113 122 
6704 549 113 123 
6705 548 113 123 
6704 548 112 122 
6704 548 112 122 
6706 548 113 123 
6705 548 112 123 
6705 548 113 123 
6705 548 112 123 
6704 548 113 124 
6704 548 113 122 
6704 548 113 124 
6705 546 112 122 
6704 546 112 120 
6704 546 113 124 
6704 546 113 124 
6704 546 113 123 
6703 546 112 122 
6704 546 111 121 
6704 546 112 121 
6704 546 111 122 
6704 546 112 122 
6704 546 112 122 
6704 547 111 123 
6705 547 112 122 
6705 547 112 122 
6704 548 112 122 
6705 548 112 122 
6704 548 110 121 
6704 548 112 121 
6703 548 111 121 
6704 548 112 121 
6703 548 112 121 
6702 546 112 121 
6703 546 112 121 
6702 547 112 121 
6701 547 112 123 
6702 547 110 122 
6702 548 112 122 
6701 548 111 121 
6702 546 113 123 
6701 546 113 123 
6702 548 113 123 
6702 546 112 123 
6702 546 113 123 
6702 546 112 123 
6703 546 113 122 
6702 546 113 123 
6703 546 112 123 
6701 546 112 122 
6701 546 111 120 
6701 545 111 121 
6701 545 113 121 
6702 545 112 121 
6702 546 113 120 
6700 544 110 120 
6701 544 111 119 
6701 545 111 121 
6701 544 111 121 
6702 544 111 121 
6701 544 111 121 
6702 544 111 121 
6702 544 113 121 
6702 544 113 123 
6702 544 112 123 
6701 544 110 121 
6701 544 110 121 
6701 544 111 121 
6701 544 111 121 
6701 544 112 122 
6702 544 112 123 
6702 544 114 123 
6702 544 113 123 
6703 544 113 125 
6701 542 113 125 
6702 542 114 126 
6702 542 114 125 
6702 542 114 126 
6701 540 115 124 
6701 540 115 125 
6701 540 115 125 
6701 540 115 127 
6700 540 115 126 
6701 540 114 125 
6701 540 115 127 
6700 540 114 125 
6700 540 113 125 
6700 540 113 124 
6700 540 110 123 
6700 540 113 123 
6699 540 113 122 
6698 540 110 122 
6699 540 110 121 
6698 540 112 121 
6697 542 111 121 
6698 542 112 121 
6695 542 111 122 
6695 542 112 121 
6695 542 111 121 
6696 542 112 121 
6696 542 109 122 
6696 542 112 121 
6697 542 112 121 
6697 544 110 121 
6697 544 112 120 
6698 544 111 121 
6697 544 110 119 
6697 544 110 120 
6697 544 111 120 
6697 548 110 120 
6697 548 109 120 
6698 548 112 121 
6698 548 111 120 
6697 546 111 120 
6696 544 111 121 
6695 544 111 120 
6695 544 112 121 
6695 544 112 119 
6696 542 110 118 
6695 542 108 115 
6695 542 110 120 
6694 542 110 121 
6696 542 111 124 
6697 542 111 120 
6696 542 110 120 
6696 544 110 120 
6697 545 108 118 
6696 544 110 120 
6697 544 110 119 
6696 543 111 117 
6696 542 110 120 
6695 542 111 120 
6696 540 111 120 
6696 540 111 121 
6696 540 110 118 
6696 540 110 120 
6696 540 109 120 
6696 540 111 120 
6696 540 110 120 
6696 540 109 120 
6696 540 110 120 
6696 540 111 121 
6695 540 110 119 
6695 540 109 120 
6695 542 111 120 
6694 542 111 120 
6694 542 111 119 
6692 540 113 122 
6692 540 110 119 
6692 540 110 119 
6693 540 111 119 
6692 540 110 120 
6692 542 112 121 
6692 544 112 121 
6692 546 112 122 
6694 546 112 122 
6692 545 111 122 
6692 544 113 121 
6693 543 112 121 
6692 544 112 121 
6693 542 113 121 
6693 542 112 122 
6693 542 112 121 
6693 542 112 122 
6692 544 113 120 
6691 550 112 122 
6690 550 112 121 
6691 550 112 117 
6691 548 112 121 
6691 546 112 121 
6691 544 112 121 
6691 544 111 121 
6692 544 111 121 
6691 544 108 121 
6692 544 112 121 
6693 544 112 121 
6692 544 112 121 
6693 546 112 121 
6693 546 113 122 
6693 546 112 121 
6692 546 112 121 
6693 545 111 123 
6692 544 112 123 
6692 544 113 123 
6692 544 113 121 
6693 544 112 123 
6692 544 108 123 
6693 544 113 123 
6692 544 113 123 
6693 544 113 123 
6693 544 113 123 
6694 544 114 122 
6693 544 113 123 
6693 546 113 124 
6693 546 113 123 
6692 546 113 123 
6692 544 112 123 
6691 545 113 123 
6692 544 112 122 
6691 544 115 123 
6691 544 114 123 
6692 546 112 122 
6691 544 113 123 
6691 544 114 123 
6692 544 114 124 
6693 544 113 124 
6692 545 113 123 
6693 546 113 122 
6692 544 113 123 
6693 542 113 123 
6691 542 113 123 
6692 540 113 123 
6692 540 111 120 
6693 540 108 117 
6692 540 111 120 
6693 540 111 120 
6692 542 111 121 
6692 546 110 120 
6692 551 111 120 
6692 552 111 120 
6692 550 110 120 
6694 548 111 121 
6694 546 111 120 
6693 543 109 119 
6693 542 111 121 
6694 542 111 120 
6691 540 111 120 
6693 540 111 121 
6692 540 111 121 
6691 539 111 120 
6690 538 112 119 
6689 538 111 121 
6689 538 110 121 
6690 538 112 120 
6690 538 111 120 
6688 538 110 120 
6689 537 110 120 
6690 536 112 121 
6690 536 112 121 
6689 536 110 120 
6689 535 110 120 
6689 534 111 121 
6689 534 110 120 
6690 536 111 119 
6690 536 111 119 
6689 536 110 120 
6690 536 111 121 
6689 536 111 120 
6687 535 110 119 
6688 535 109 120 
6689 536 110 120 
6690 536 111 121 
6689 536 110 120 
6690 536 110 120 
6690 536 112 120 
6690 536 109 120 
6689 534 110 120 
6690 534 108 120 
6690 534 111 119 
6689 534 110 120 
6689 534 110 119 
6689 533 111 120 
6688 532 111 120 
6688 534 110 120 
6688 532 110 118 
6687 533 110 120 
6686 532 109 120 
6684 533 110 120 
6684 534 111 120 
6683 534 111 121 
6682 534 110 120 
6684 534 111 120 
6682 534 111 120 
6684 534 111 120 
6683 534 110 119 
6683 534 111 121 
6684 534 110 120 
6684 534 110 120 
6685 534 111 120 
6684 534 110 120 
6684 535 110 120 
6686 536 110 120 
6687 536 112 120 
6686 536 111 121 
6687 535 111 120 
6686 534 109 120 
6686 534 110 121 
6686 534 110 120 
6686 534 111 120 
6686 534 110 119 
6686 534 110 120 
6687 534 111 119 
6684 536 110 119 
6684 535 111 119 
6682 534 110 118 
6683 534 110 120 
6682 534 111 119 
6682 534 110 120 
6683 534 111 121 
6682 535 109 118 
6682 536 110 120 
6682 536 110 119 
6682 536 110 120 
6681 536 109 120 
6683 536 110 120 
6682 537 110 120 
6682 538 110 119 
6683 537 110 120 
6683 536 110 120 
6683 536 111 120 
6682 536 110 119 
6682 536 109 119 
6682 536 110 120 
6683 537 110 120 
6683 536 110 120 
6683 536 110 120 
6684 536 110 119 
6682 536 112 118 
6681 536 112 121 
6682 536 113 123 
6682 536 113 123 
6681 536 112 121 
6681 536 110 121 
6682 538 110 120 
6681 542 113 120 
6680 546 110 117 
6680 546 111 119 
6680 546 110 119 
6681 544 111 119 
6680 543 110 119 
6681 542 109 120 
6680 541 111 119 
6681 540 110 119 
6682 540 110 119 
6681 540 110 119 
6681 538 110 119 
6680 537 110 119 
6680 536 110 119 
6680 536 110 119 
6679 536 111 119 
6679 535 110 118 
6679 535 111 119 
6680 534 111 120 
6680 534 109 120 
6680 534 111 120 
6680 534 110 120 
6680 534 110 120 
6680 534 110 119 
6681 534 109 120 
6681 534 111 120 
6681 534 109 120 
6680 534 110 118 
6682 534 110 120 
6681 534 111 120 
6682 534 111 120 
6681 534 110 119 
6682 534 110 119 
6680 534 113 123 
6681 534 112 121 
6682 534 113 123 
6682 536 110 118 
6683 540 110 118 
6683 542 110 118 
6684 544 111 121 
6682 544 110 120 
6682 544 111 121 
6683 544 111 121 
6683 542 110 120 
6682 541 111 120 
6681 540 112 120 
6682 538 112 121 
6682 538 111 119 
6682 538 111 119 
6682 538 113 122 
6682 538 112 123 
6682 538 112 121 
6682 536 112 122 
6683 536 111 121 
6684 537 111 121 
6683 536 112 123 
6682 537 114 123 
6682 537 108 123 
6682 537 110 122 
6682 538 112 122 
6682 536 113 122 
6683 536 110 120 
6682 536 109 120 
6683 536 112 122 
6684 535 112 122 
6685 535 113 123 
6683 534 113 122 
6683 534 112 120 
6683 534 112 122 
6683 534 112 121 
6682 534 112 122 
6682 533 112 121 
6683 532 112 122 
6684 532 113 122 
6683 533 112 122 
6685 532 112 122 
6685 532 113 122 
6685 532 112 119 
6684 532 112 122 
6684 532 112 122 
6684 532 113 122 
6684 532 112 121 
6683 532 112 122 
6682 531 112 121 
6682 530 113 121 
6681 530 111 122 
6682 532 112 120 
6682 531 111 122 
6681 531 112 121 
6681 532 112 123 
6681 532 112 122 
6681 532 112 122 
6683 532 112 123 
6682 532 112 122 
6683 532 114 122 
6684 532 113 122 
6684 534 111 124 
6684 560 117 132 
6685 613 117 127 
6686 652 113 124 
6684 676 113 124 
6685 696 115 126 
6685 712 101 131 
6686 736 104 136 
6685 776 106 133 
6684 791 101 130 
6684 820 100 128 
6685 844 100 128 
6685 868 100 128 
6685 888 101 132 
6685 890 117 132 
6684 890 99 127 
6686 893 99 126 
6686 896 115 127 
6687 878 116 129 
6688 868 99 129 
6688 868 115 127 
6690 858 114 124 
6690 854 113 124 
6692 850 115 126 
6694 850 113 123 
6695 851 115 126 
6695 850 115 127 
6695 852 115 127 
6694 864 99 128 
6693 874 115 126 
6694 878 114 126 
6693 870 112 121 
6693 834 113 123 
6690 786 114 123 
6690 744 114 123 
6690 708 114 123 
6688 678 110 119 
6688 656 111 120 
6687 636 111 119 
6686 622 111 120 
6687 612 111 120 
6686 602 110 120 
6687 592 116 125 
6687 586 112 123 
6687 580 116 126 
6687 574 116 127 
6686 567 98 128 
6686 562 115 128 
6686 558 119 127 
6687 556 100 123 
6685 554 99 123 
6687 552 114 124 
6688 552 116 125 
6687 552 115 126 
6688 550 116 126 
6687 548 116 125 
6688 546 115 125 
6688 546 114 125 
6688 544 115 125 
6690 544 115 125 
6689 544 116 126 
6688 544 116 125 
6687 544 116 125 
6687 542 115 125 
6689 540 116 125 
6688 540 116 125 
6688 541 113 124 
6688 540 114 122 
6688 542 114 124 
6689 542 116 126 
6689 544 115 126 
6690 544 115 126 
6689 542 116 125 
6688 540 116 127 
6688 539 117 126 
6688 538 117 126 
6689 539 116 126 
6689 540 116 125 
6688 539 116 125 
6690 539 117 127 
6688 538 117 126 
6689 538 116 126 
6688 538 115 126 
6688 538 98 121 
6689 538 115 126 
6688 536 116 126 
6688 536 116 124 
6688 536 115 126 
6688 536 116 125 
6687 536 116 126 
6688 534 114 124 
6687 535 116 124 
6687 535 117 126 
6686 534 117 127 
6688 534 116 125 
6687 534 116 122 
6688 534 116 125 
6687 534 116 126 
6686 534 116 125 
6686 534 117 126 
6685 534 114 124 
6685 532 116 125 
6686 533 114 125 
6687 532 115 124 
6686 534 116 124 
6687 534 116 125 
6687 534 115 125 
6687 534 115 124 
6687 533 116 126 
6685 534 116 127 
6686 534 116 126 
6687 534 116 123 
6686 534 113 123 
6688 534 112 123 
6688 534 114 124 
6687 533 113 123 
6686 532 114 124 
6686 532 114 124 
6685 532 113 123 
6684 532 114 124 
6684 530 113 122 
6684 530 114 123 
6683 532 116 126 
6683 531 116 125 
6682 530 115 126 
6680 532 115 125 
6681 531 116 126 
6682 530 116 125 
6682 530 115 125 
6682 532 116 125 
6681 531 116 125 
6682 532 115 124 
6682 532 116 125 
6682 532 115 125 
6683 532 112 125 
6682 532 116 125 
6682 532 113 123 
6682 532 114 122 
6682 532 114 123 
6682 532 114 123 
6682 532 111 120 
6680 532 113 122 
6680 530 113 123 
6681 530 114 124 
6680 530 114 123 
6680 530 109 120 
6681 530 113 122 
6680 530 113 123 
6679 530 113 121 
6680 531 112 122 
6680 530 112 122 
6682 530 111 120 
6681 530 111 122 
6681 532 112 120 
6680 532 111 122 
6680 530 112 120 
6680 532 112 121 
6679 532 111 120 
6679 532 111 121 
6678 532 111 120 
6678 532 111 121 
6677 532 110 119 
6678 532 111 120 
6678 532 112 120 
6678 532 113 123 
6677 532 113 122 
6676 532 113 122 
6677 532 113 122 
6679 531 110 121 
6677 531 111 120 
6677 532 113 121 
6678 532 113 122 
6677 531 113 123 
6677 530 112 121 
6677 530 112 120 
6676 530 113 123 
6675 530 115 124 
6675 530 114 123 
6674 530 114 123 
6675 530 114 124 
6676 530 114 123 
6675 530 113 123 
6675 528 114 123 
6674 530 114 124 
6674 530 114 122 
6673 530 114 123 
6674 530 113 123 
6674 530 114 123 
6674 530 113 123 
6674 530 114 123 
6676 530 113 123 
6675 531 114 123 
6673 531 114 121 
6674 530 113 123 
6674 530 114 123 
6674 530 114 123 
6673 532 113 122 
6673 531 113 123 
6673 531 114 123 
6673 532 114 123 
6673 532 113 124 
6672 531 114 123 
6672 532 113 123 
6673 532 114 123 
6672 532 114 121 
6670 531 113 123 
6672 532 114 124 
6671 532 112 122 
6670 532 111 120 
6670 532 110 118 
6670 531 110 119 
6672 532 112 121 
6671 532 114 121 
6670 532 113 123 
6670 532 113 122 
6669 532 113 123 
6669 532 114 123 
6670 532 114 122 
6671 532 114 123 
6672 532 115 124 
6672 532 114 123 
6673 532 114 124 
6672 532 115 124 
6671 532 114 124 
6671 532 113 123 
6670 532 114 123 
6670 532 113 122 
6672 532 114 123 
6672 532 114 122 
6672 532 112 118 
6672 532 112 122 
6672 532 111 120 
6671 530 112 120 
6670 530 111 121 
6670 530 111 120 
6672 530 110 120 
6671 530 113 122 
6671 530 112 119 
6672 531 113 121 
6671 530 112 122 
